device_id,ts,seq,boot_id,received_at,ingest_via,sig,prev_hash,rec_hash,vbat_mv,ibat_ma,soc_pct,vbus_mv,ibus_ma,vsys_mv,chg_stat,fault0,fault1,harvest_mah,solar,usb,light_ch0,acc_x_mg,acc_y_mg,acc_z_mg,temp_c,extra,p_gas_hpa,dp_hpa,uss_tof_us,uss_dtof_us,uss_vol_ml,uss_snr_db,uss_seq,uss_code,uss_recov,sensor_ok,quality,quality_note,uss_s0,uss_s1,uss_skip
4,2026-09-23 10:15:33+02:00,,,2026-09-23 11:13:19.461621+02:00,mqtt,,,,3668,0,40,0,0,,0,,,0,False,False,7,-112,48,1044,22.08,,968.7,3.7,132.7305,0.004599,712070,31.5,786,122,0,63,0,,,,
4,2026-09-23 10:20:34+02:00,,,2026-09-23 11:13:19.461621+02:00,mqtt,,,,3668,0,40,0,0,,0,,,0,False,False,7,-104,24,1040,22.13,,968.6,3.6,132.7211,0.002582,745637,35.0,1084,122,0,63,0,,,,
4,2026-09-23 10:25:35+02:00,,,2026-09-23 11:13:19.461621+02:00,mqtt,,,,3668,0,40,0,0,,0,,,0,False,False,7,-116,36,1048,22.13,,968.6,3.6,132.7238,0.004808,776579,31.5,1383,122,0,63,0,,,,
4,2026-09-23 10:30:36+02:00,,,2026-09-23 11:13:19.461621+02:00,mqtt,,,,3669,-1,41,0,0,,0,,,0,False,False,7,-104,40,1032,22.11,,968.6,3.6,132.7617,-0.000147,824248,32.0,1681,122,0,63,0,,,,
4,2026-09-23 10:35:37+02:00,,,2026-09-23 11:13:19.461621+02:00,mqtt,,,,3668,-1,40,0,0,,0,,,0,False,False,7,-116,24,1044,22.13,,968.7,3.7,132.7179,0.000318,866574,34.0,1978,122,0,63,0,,,,
4,2026-09-23 10:40:38+02:00,,,2026-09-23 11:13:19.461621+02:00,mqtt,,,,3668,0,40,0,0,,0,,,0,False,False,7,-112,52,1032,22.12,,968.8,3.8,132.7784,0.00777,916250,33.0,2276,122,0,63,0,,,,
4,2026-09-23 10:45:39+02:00,,,2026-09-23 11:13:19.461621+02:00,mqtt,,,,3668,0,40,0,0,,0,,,0,False,False,7,-120,40,1040,22.19,,968.8,3.8,132.7358,0.006507,957478,33.5,2574,122,0,63,0,,,,
4,2026-09-23 10:50:40+02:00,,,2026-09-23 11:13:20.245776+02:00,mqtt,,,,3668,0,40,0,0,,0,,,0,False,False,7,-104,28,1016,22.21,,968.8,3.8,132.6815,0.007374,990404,35.0,2872,122,0,63,0,,,,
4,2026-09-23 10:55:41+02:00,,,2026-09-23 11:13:20.245776+02:00,mqtt,,,,3668,-1,40,0,0,,0,,,0,False,False,7,-116,32,1044,22.14,,968.8,3.8,132.7533,0.002892,1045640,34.0,3170,122,0,63,0,,,,
4,2026-09-23 11:00:42+02:00,,,2026-09-23 11:13:20.245776+02:00,mqtt,,,,3668,0,40,0,0,,0,,,0,False,False,7,-120,36,1032,22.16,,968.8,3.8,132.6921,-0.000371,1095097,35.5,3468,122,0,63,0,,,,
4,2026-09-23 11:05:43+02:00,,,2026-09-23 11:13:20.245776+02:00,mqtt,,,,3668,0,40,0,0,,0,,,0,False,False,7,-120,40,1040,22.15,,968.8,3.8,132.7308,6.5e-05,1146866,35.0,3766,122,0,63,0,,,,
4,2026-09-23 11:10:44+02:00,,,2026-09-23 11:13:20.245776+02:00,mqtt,,,,3668,0,40,0,0,,0,,,0,False,False,6,-104,24,1044,22.17,,968.7,3.7,132.7598,0.009008,1188367,35.5,4064,122,0,63,0,,,,
4,2026-09-23 11:13:41+02:00,,,2026-09-23 11:13:20.245776+02:00,mqtt,,,,3668,0,40,0,0,,0,,,0,False,False,6,-316,40,1004,22.19,,968.7,3.7,132.7039,0.010915,1208031,33.5,4239,122,0,63,0,,,,
4,2026-09-23 11:19:00+02:00,,,2026-09-23 14:21:02.254135+02:00,mqtt,,,,3668,-1,40,0,0,,0,,,0,False,False,6,-120,32,1044,22.22,,968.7,3.7,132.7075,0.003293,1235924,36.0,4555,122,0,63,0,,,,
4,2026-09-23 11:24:01+02:00,,,2026-09-23 14:21:02.254135+02:00,mqtt,,,,3668,0,40,0,0,,0,,,0,False,False,7,-116,40,1072,22.22,,968.7,3.7,132.6657,0.006711,1258552,33.0,4853,122,0,63,0,,,,
4,2026-09-23 11:29:02+02:00,,,2026-09-23 14:21:02.254135+02:00,mqtt,,,,3668,0,40,0,0,,0,,,0,False,False,6,-108,32,1048,22.28,,968.6,3.6,132.6642,0.002711,1287536,32.5,5151,122,0,63,0,,,,
4,2026-09-23 11:34:03+02:00,,,2026-09-23 14:21:02.254135+02:00,mqtt,,,,3668,0,40,0,0,,0,,,0,False,False,0,-124,32,1028,22.3,,968.6,3.6,132.667,-0.001782,1307672,33.5,5448,122,0,63,0,,,,
4,2026-09-23 11:39:04+02:00,,,2026-09-23 14:21:02.254135+02:00,mqtt,,,,3668,0,40,0,0,,0,,,0,False,False,0,-104,48,1036,22.19,,968.6,3.6,132.7308,-0.002787,1310657,33.0,5746,122,0,63,0,,,,
4,2026-09-23 11:44:05+02:00,,,2026-09-23 14:21:02.254135+02:00,mqtt,,,,3668,0,40,0,0,,0,,,0,False,False,0,-112,32,1040,22.03,,968.5,3.5,132.7306,-0.000341,1340040,34.0,6044,122,0,63,0,,,,
4,2026-09-23 11:49:06+02:00,,,2026-09-23 14:21:02.254135+02:00,mqtt,,,,3668,0,40,0,0,,0,,,0,False,False,0,-108,40,1044,21.94,,968.6,3.6,132.7403,0.003536,1383912,33.0,6342,122,0,63,0,,,,
4,2026-09-23 11:54:06+02:00,,,2026-09-23 14:21:02.254135+02:00,mqtt,,,,3668,0,40,0,0,,0,,,0,False,False,0,-128,40,1052,21.92,,968.5,3.5,132.7673,0.005664,1417454,33.0,6640,122,0,63,0,,,,
4,2026-09-23 11:59:07+02:00,,,2026-09-23 14:21:03.219290+02:00,mqtt,,,,3668,0,40,0,0,,0,,,0,False,False,0,-124,28,1048,21.93,,968.5,3.5,132.7805,0.004164,1434742,33.5,6938,122,0,63,0,,,,
4,2026-09-23 12:04:08+02:00,,,2026-09-23 14:21:03.219290+02:00,mqtt,,,,3668,0,40,0,0,,0,,,0,False,False,0,-112,28,1036,21.91,,968.5,3.5,132.7003,5.1e-05,1453358,33.5,7236,122,0,63,0,,,,
4,2026-09-23 12:09:09+02:00,,,2026-09-23 14:21:03.219290+02:00,mqtt,,,,3668,0,40,0,0,,0,,,0,False,False,0,-96,28,1040,21.88,,968.4,3.4,132.7507,-0.000193,1475365,33.5,7533,122,0,63,0,,,,
4,2026-09-23 12:14:10+02:00,,,2026-09-23 14:21:03.219290+02:00,mqtt,,,,3668,-1,40,0,0,,0,,,0,False,False,0,-120,28,1028,21.87,,968.4,3.4,132.7484,0.004066,1493340,35.0,7831,122,0,63,0,,,,
4,2026-09-23 12:19:11+02:00,,,2026-09-23 14:21:03.219290+02:00,mqtt,,,,3668,0,40,0,0,,0,,,0,False,False,0,-108,52,1044,21.84,,968.5,3.5,132.679,-0.000283,1513432,35.0,8129,122,0,63,0,,,,
4,2026-09-23 12:24:12+02:00,,,2026-09-23 14:21:03.219290+02:00,mqtt,,,,3668,0,40,0,0,,0,,,0,False,False,0,-140,32,1040,21.82,,968.3,3.3,132.8049,2.8e-05,1528355,33.5,8427,122,0,63,0,,,,
4,2026-09-23 12:29:13+02:00,,,2026-09-23 14:21:03.219290+02:00,mqtt,,,,3668,0,40,0,0,,0,,,0,False,False,0,-120,20,1024,21.83,,968.4,3.4,132.7979,0.00213,1547347,31.5,8724,122,0,63,0,,,,
4,2026-09-23 12:34:14+02:00,,,2026-09-23 14:21:03.219290+02:00,mqtt,,,,3668,0,40,0,0,,0,,,0,False,False,0,-116,32,1044,21.81,,968.4,3.4,132.7147,0.004307,1567900,33.5,9022,122,0,63,0,,,,
4,2026-09-23 12:39:15+02:00,,,2026-09-23 14:21:04.093247+02:00,mqtt,,,,3668,0,40,0,0,,0,,,0,False,False,0,-112,36,1036,21.77,,968.4,3.4,132.823,0.000794,1594197,35.5,9320,122,0,63,0,,,,
4,2026-09-23 12:44:16+02:00,,,2026-09-23 14:21:04.093247+02:00,mqtt,,,,3667,0,40,0,0,,0,,,0,False,False,0,-116,20,1032,21.74,,968.4,3.4,132.7852,0.002551,1625671,33.0,9618,122,0,63,0,,,,
4,2026-09-23 12:49:17+02:00,,,2026-09-23 14:21:04.093247+02:00,mqtt,,,,3668,-1,40,0,0,,0,,,0,False,False,0,-128,24,1048,21.77,,968.5,3.5,132.78,-0.00309,1639720,34.5,9916,122,0,63,0,,,,
4,2026-09-23 12:54:18+02:00,,,2026-09-23 14:21:04.093247+02:00,mqtt,,,,3668,0,40,0,0,,0,,,0,False,False,0,-88,48,1044,21.77,,968.5,3.5,132.8164,0.000247,1656188,32.0,10214,122,0,63,0,,,,
4,2026-09-23 12:59:19+02:00,,,2026-09-23 14:21:04.093247+02:00,mqtt,,,,3668,0,40,0,0,,0,,,0,False,False,0,-108,28,1048,21.75,,968.5,3.5,132.8026,0.001666,1675636,31.0,10512,122,0,63,0,,,,
4,2026-09-23 13:04:20+02:00,,,2026-09-23 14:21:04.093247+02:00,mqtt,,,,3668,0,40,0,0,,0,,,0,False,False,0,-120,28,1020,21.73,,968.5,3.5,132.8182,0.000944,1694223,33.5,10809,122,0,63,0,,,,
4,2026-09-23 13:09:21+02:00,,,2026-09-23 14:21:04.093247+02:00,mqtt,,,,3668,0,40,0,0,,0,,,0,False,False,0,-104,24,1040,21.78,,968.5,3.5,132.7765,0.001533,1703511,33.5,11107,122,0,63,0,,,,
4,2026-09-23 13:14:22+02:00,,,2026-09-23 14:21:04.093247+02:00,mqtt,,,,3668,0,40,0,0,,0,,,0,False,False,0,-112,24,1040,21.73,,968.4,3.4,132.7807,-0.000141,1726763,33.5,11405,122,0,63,0,,,,
4,2026-09-23 13:19:23+02:00,,,2026-09-23 14:21:04.974173+02:00,mqtt,,,,3668,0,40,0,0,,0,,,0,False,False,0,-108,36,1044,21.74,,968.3,3.3,132.8208,0.006041,1737013,33.0,11702,122,0,63,0,,,,
4,2026-09-23 13:24:24+02:00,,,2026-09-23 14:21:04.974173+02:00,mqtt,,,,3668,0,40,0,0,,0,,,0,False,False,0,-104,44,1068,21.69,,968.3,3.3,132.8711,-0.000724,1764074,31.0,12001,122,0,63,0,,,,
4,2026-09-23 13:29:25+02:00,,,2026-09-23 14:21:04.974173+02:00,mqtt,,,,3668,0,40,0,0,,0,,,0,False,False,0,-100,32,1036,21.7,,968.3,3.3,132.8047,-0.000212,1777516,34.5,12298,122,0,63,0,,,,
4,2026-09-23 13:34:26+02:00,,,2026-09-23 14:21:04.974173+02:00,mqtt,,,,3668,0,40,0,0,,0,,,0,False,False,0,-112,32,1032,21.71,,968.2,3.2,132.8531,0.003512,1785003,33.0,12596,122,0,63,0,,,,
4,2026-09-23 13:39:27+02:00,,,2026-09-23 14:21:04.974173+02:00,mqtt,,,,3668,0,40,0,0,,0,,,0,False,False,0,-112,32,1040,21.7,,968.2,3.2,132.8007,-0.001259,1795616,33.0,12894,122,0,63,0,,,,
4,2026-09-23 13:44:28+02:00,,,2026-09-23 14:21:04.974173+02:00,mqtt,,,,3667,0,40,0,0,,0,,,0,False,False,0,-120,40,1020,21.65,,968.2,3.2,132.8333,0.004696,1822967,34.0,13192,122,0,63,0,,,,
4,2026-09-23 13:49:29+02:00,,,2026-09-23 14:21:04.974173+02:00,mqtt,,,,3667,0,40,0,0,,0,,,0,False,False,0,-96,40,1044,21.62,,968.2,3.2,132.7693,3e-06,1865005,34.0,13489,122,0,63,0,,,,
4,2026-09-23 13:54:30+02:00,,,2026-09-23 14:21:04.974173+02:00,mqtt,,,,3667,0,40,0,0,,0,,,0,False,False,0,-92,24,1056,21.64,,968.2,3.2,132.7856,0.003105,1886536,34.5,13787,122,0,63,0,,,,
4,2026-09-23 13:59:31+02:00,,,2026-09-23 14:21:05.764927+02:00,mqtt,,,,3668,0,40,0,0,,0,,,0,False,False,0,-116,36,1044,21.66,,968.2,3.2,132.8807,0.00143,1898746,34.0,14085,122,0,63,0,,,,
4,2026-09-23 14:04:32+02:00,,,2026-09-23 14:21:05.764927+02:00,mqtt,,,,3667,0,40,0,0,,0,,,0,False,False,0,-104,44,1048,21.66,,968.1,3.1,132.8632,0.000802,1918666,33.5,14383,122,0,63,0,,,,
4,2026-09-23 14:09:33+02:00,,,2026-09-23 14:21:05.764927+02:00,mqtt,,,,3668,0,40,0,0,,0,,,0,False,False,7,-120,24,1036,21.77,,967.9,2.9,132.8181,0.000989,1929413,34.0,14680,122,0,63,0,,,,
4,2026-09-23 14:14:34+02:00,,,2026-09-23 14:21:05.764927+02:00,mqtt,,,,3667,0,40,0,0,,0,,,0,False,False,7,-116,28,1040,21.86,,968.0,3.0,132.8453,-0.003446,1956320,35.5,14979,122,0,63,0,,,,
4,2026-09-23 14:19:35+02:00,,,2026-09-23 14:21:05.764927+02:00,mqtt,,,,3668,0,40,0,0,,0,,,0,False,False,7,-88,32,1044,21.96,,968.0,3.0,132.7698,-0.001176,1986729,35.0,15276,122,0,63,0,,,,
4,2026-09-23 14:21:43+02:00,,,2026-09-23 14:21:05.764927+02:00,mqtt,,,,3668,0,40,0,0,,0,,,0,False,False,7,-112,32,1036,22.03,,968.0,3.0,132.8241,0.004102,1992448,33.0,15403,122,0,63,0,,,,
4,2026-09-23 14:27:02+02:00,,,2026-09-23 16:39:04.224591+02:00,mqtt,,,,3667,0,40,0,0,3666,0,0,0,0,False,False,7,-104,24,1032,22.11,,967.9,2.9,132.786,8.3e-05,2011466,32.5,15719,122,0,63,0,,5062058431,-5172587,0
4,2026-09-23 14:32:03+02:00,,,2026-09-23 16:39:04.224591+02:00,mqtt,,,,3668,0,40,0,0,3666,0,0,0,0,False,False,7,-120,40,1036,22.18,,967.9,2.9,132.818,0.003031,2028188,26.5,16017,122,0,63,0,,5080643851,-4896700,0
4,2026-09-23 14:37:04+02:00,,,2026-09-23 16:39:04.224591+02:00,mqtt,,,,3668,-1,40,0,0,3667,0,0,0,0,False,False,7,-116,44,1060,22.22,,967.8,2.8,132.7523,-0.00829,2037120,33.5,16314,122,0,63,0,,5099171152,-4749354,0
4,2026-09-23 14:42:05+02:00,,,2026-09-23 16:39:04.224591+02:00,mqtt,,,,3667,0,40,0,0,3665,0,0,0,0,False,False,7,-104,32,1032,22.24,,967.7,2.7,132.709,-0.003396,2042960,32.5,16612,122,0,63,0,,5117763974,-4653004,0
4,2026-09-23 14:47:06+02:00,,,2026-09-23 16:39:04.224591+02:00,mqtt,,,,3667,0,40,0,0,3665,0,0,0,0,False,False,7,-104,40,1056,22.27,,967.7,2.7,132.7608,0.001563,2060163,33.0,16910,122,0,63,0,,5136359143,-4369137,0
4,2026-09-23 14:52:07+02:00,,,2026-09-23 16:39:04.224591+02:00,mqtt,,,,3668,0,40,0,0,3666,0,0,0,0,False,False,7,-104,28,1032,22.3,,967.6,2.6,132.7112,-0.002128,2057246,34.0,17208,122,0,63,0,,5154956037,-4417226,0
4,2026-09-23 14:57:08+02:00,,,2026-09-23 16:39:04.224591+02:00,mqtt,,,,3667,0,40,0,0,3666,0,0,0,0,False,False,7,-112,36,1044,22.29,,967.6,2.6,132.7313,0.001106,2058260,34.0,17506,122,0,63,0,,5173552587,-4400473,0
4,2026-09-23 15:02:09+02:00,,,2026-09-23 16:39:04.224591+02:00,mqtt,,,,3667,-1,40,0,0,3666,0,0,0,0,False,False,7,-112,36,1036,22.27,,967.5,2.5,132.7578,-0.000115,2063508,34.0,17804,122,0,63,0,,5192151191,-4313874,0
4,2026-09-23 15:07:10+02:00,,,2026-09-23 16:39:05.192653+02:00,mqtt,,,,3667,0,40,0,0,3666,0,0,0,0,False,False,7,-108,32,1056,22.32,,967.5,2.5,132.7379,0.000906,2063610,33.5,18102,122,0,63,0,,5210749797,-4312171,0
4,2026-09-23 15:12:11+02:00,,,2026-09-23 16:39:05.192653+02:00,mqtt,,,,3667,0,40,0,0,3666,0,0,0,0,False,False,7,-104,32,1044,22.32,,967.4,2.4,132.6809,-0.001396,2061815,33.0,18399,122,0,63,0,,5229288297,-4341743,0
4,2026-09-23 15:17:12+02:00,,,2026-09-23 16:39:05.192653+02:00,mqtt,,,,3667,0,40,0,0,3666,0,0,0,0,False,False,7,-104,44,1052,22.38,,967.3,2.3,132.6878,-0.001588,2057959,33.0,18697,122,0,63,0,,5247889013,-4405348,0
4,2026-09-23 15:22:13+02:00,,,2026-09-23 16:39:05.192653+02:00,mqtt,,,,3668,-1,40,0,0,3666,0,0,0,0,False,False,7,-104,40,1040,22.4,,967.2,2.2,132.7008,-0.003563,2054859,33.0,18995,122,0,63,0,,5266491792,-4456464,0
4,2026-09-23 15:27:14+02:00,,,2026-09-23 16:39:05.192653+02:00,mqtt,,,,3668,0,40,0,0,3666,0,0,0,0,False,False,7,-100,36,1024,22.45,,967.2,2.2,132.6845,-0.000765,2042877,33.5,19293,122,0,63,0,,5285096963,-4654077,0
4,2026-09-23 15:32:15+02:00,,,2026-09-23 16:39:05.192653+02:00,mqtt,,,,3668,0,40,0,0,3666,0,0,0,0,False,False,7,-116,24,1032,22.47,,967.1,2.1,132.6943,-0.000288,2037546,33.0,19592,122,0,63,0,,5303765835,-4742010,0
4,2026-09-23 15:37:16+02:00,,,2026-09-23 16:39:05.192653+02:00,mqtt,,,,3667,-1,40,0,0,3664,0,0,0,0,False,False,7,-100,32,1024,22.46,,967.1,2.1,132.7053,9.8e-05,2035483,33.5,19889,122,0,63,0,,5322310814,-4776006,0
4,2026-09-23 15:42:17+02:00,,,2026-09-23 16:39:05.192653+02:00,mqtt,,,,3667,0,40,0,0,3666,0,0,0,0,False,False,7,-112,16,1052,22.46,,967.0,2.0,132.7052,-0.001072,2038002,33.5,20187,122,0,63,0,,5340920065,-4734409,0
4,2026-09-23 15:47:18+02:00,,,2026-09-23 16:39:06.137040+02:00,mqtt,,,,3667,0,40,0,0,3665,0,0,0,0,False,False,7,-120,52,1028,22.49,,967.0,2.0,132.6923,0.001892,2037313,34.0,20485,122,0,63,0,,5359530873,-4745743,0
4,2026-09-23 15:52:19+02:00,,,2026-09-23 16:39:06.137040+02:00,mqtt,,,,3667,-1,40,0,0,3664,0,0,0,0,False,False,7,-104,36,1044,22.45,,967.0,2.0,132.7132,-0.001076,2042366,27.0,20783,122,0,63,0,,5378142768,-4662351,0
4,2026-09-23 15:57:20+02:00,,,2026-09-23 16:39:06.137040+02:00,mqtt,,,,3667,0,40,0,0,3665,0,0,0,0,False,False,7,-92,28,1036,22.41,,967.0,2.0,132.6699,0.005327,2051026,32.5,21080,122,0,63,0,,5396693010,-4519476,0
4,2026-09-23 16:02:21+02:00,,,2026-09-23 16:39:06.137040+02:00,mqtt,,,,3667,0,40,0,0,3665,0,0,0,0,False,False,7,-108,40,1052,22.42,,967.0,2.0,132.6455,-0.00129,2059990,33.0,21378,122,0,63,0,,5415305062,-4371571,0
4,2026-09-23 16:07:22+02:00,,,2026-09-23 16:39:06.137040+02:00,mqtt,,,,3668,0,40,0,0,3667,0,0,0,0,False,False,7,-112,28,1056,22.44,,966.9,1.9,132.6867,0.001445,2068571,34.0,21676,122,0,63,0,,5433918041,-4229966,0
4,2026-09-23 16:12:23+02:00,,,2026-09-23 16:39:06.137040+02:00,mqtt,,,,3668,0,40,0,0,3666,0,0,0,0,False,False,7,-108,20,1024,22.5,,966.9,1.9,132.6897,0.001936,2065126,34.0,21974,122,0,63,0,,5452530895,-4286777,0
4,2026-09-23 16:17:24+02:00,,,2026-09-23 16:39:06.137040+02:00,mqtt,,,,3667,0,40,0,0,3665,0,0,0,0,False,False,7,-100,44,1028,22.47,,966.7,1.7,132.654,-0.001334,2069120,34.5,22272,122,0,63,0,,5471144134,-4220897,0
4,2026-09-23 16:22:25+02:00,,,2026-09-23 16:39:06.137040+02:00,mqtt,,,,3667,0,40,0,0,3665,0,0,0,0,False,False,7,-100,28,1032,22.48,,966.8,1.8,132.6675,0.001004,2074867,34.0,22570,122,0,63,0,,5489757891,-4126069,0
4,2026-09-23 16:27:26+02:00,,,2026-09-23 16:39:06.960650+02:00,mqtt,,,,3667,0,40,0,0,3668,0,0,0,0,False,False,7,-120,16,1044,22.58,,966.8,1.8,132.6407,-0.002895,2080070,33.5,22868,122,0,63,0,,5508372999,-4040208,0
4,2026-09-23 16:32:27+02:00,,,2026-09-23 16:39:06.960650+02:00,mqtt,,,,3668,0,40,0,0,3665,0,0,0,0,False,False,7,-108,40,1052,22.67,,966.8,1.8,132.6638,0.001437,2055196,36.0,23166,122,0,63,0,,5526991714,-4450593,0
4,2026-09-23 16:37:28+02:00,,,2026-09-23 16:39:06.960650+02:00,mqtt,,,,3667,0,40,0,0,3664,0,0,0,0,False,False,7,-116,36,1032,22.71,,966.7,1.7,132.6083,0.001101,2061829,33.0,23464,122,0,63,0,,5545611953,-4341168,0
4,2026-09-23 16:39:29+02:00,,,2026-09-23 16:39:06.960650+02:00,mqtt,,,,3732,585,48,4925,487,3764,3,0,0,0,False,True,4,-112,32,1040,22.82,,966.7,1.7,132.6213,0.000454,2060524,34.0,23584,122,0,63,0,,5553111601,-4362686,0
4,2026-09-23 16:39:45+02:00,,,2026-09-23 16:39:06.960650+02:00,mqtt,,,,3788,1082,54,4822,890,3840,3,0,0,0,False,True,6,-104,24,1056,22.92,,966.7,1.7,132.7362,0.001312,2023998,34.0,1,122,0,63,0,,5553614938,-6392829,3
4,2026-09-23 16:39:50+02:00,,,2026-09-23 16:40:06.043405+02:00,mqtt,,,,3679,0,42,33,0,3676,0,0,0,0,False,False,5,-292,24,988,23.15,,966.7,1.7,132.5751,-0.002372,2021179,34.0,69,122,0,63,0,,5557865105,-6439356,3
4,2026-09-23 16:45:07+02:00,,,2026-09-23 17:04:47.397593+02:00,mqtt,,,,3672,0,41,0,0,3671,0,0,0,0,False,False,6,-120,24,1032,23.31,,966.6,1.6,132.5502,-0.003682,1984637,34.0,382,122,0,63,0,,5577448702,-7042171,3
4,2026-09-23 16:50:08+02:00,,,2026-09-23 17:04:47.397593+02:00,mqtt,,,,3672,0,41,0,0,3671,0,0,0,0,False,False,5,-116,32,1036,23.1,,966.6,1.6,132.4976,-0.003874,1948165,33.0,680,122,0,63,0,,5596100853,-7643827,3
4,2026-09-23 16:55:09+02:00,,,2026-09-23 17:04:47.397593+02:00,mqtt,,,,3672,0,41,0,0,3671,0,0,0,0,False,False,7,-124,44,1040,23.01,,966.6,1.6,132.515,-0.001147,1911505,32.0,977,122,0,63,0,,5614691520,-8248592,3
4,2026-09-23 17:00:09+02:00,,,2026-09-23 17:04:47.397593+02:00,mqtt,,,,3672,0,41,0,0,3669,0,0,0,0,False,False,5,-112,24,1056,22.97,,966.6,1.6,132.5695,-0.003394,1877325,34.5,1275,122,0,63,0,,5633343377,-8812409,3
4,2026-09-23 17:04:34+02:00,,,2026-09-23 17:04:47.397593+02:00,mqtt,,,,3672,0,41,0,0,3671,0,0,0,0,False,False,6,-112,16,1036,22.94,,966.6,1.6,132.5069,0.004839,1847052,35.0,1537,122,0,63,0,,5649741929,-9311804,3
4,2026-09-23 17:09:50+02:00,,,2026-09-24 05:06:26.480058+02:00,mqtt,,,,3671,0,41,0,0,3671,0,0,0,0,False,False,6,-92,24,1040,22.93,,966.5,1.5,132.5318,-0.000836,1811193,33.0,1850,122,0,63,0,,5669332841,-9903354,3
4,2026-09-23 17:14:51+02:00,,,2026-09-24 05:06:26.480058+02:00,mqtt,,,,3671,0,41,0,0,3668,0,0,0,0,False,False,7,-116,32,1040,22.93,,966.6,1.6,132.522,-0.000507,1777983,33.5,2148,122,0,63,0,,5687984651,-10451185,3
